syllabus_id,year,course_title,subtitle,departments,grade,campus,term_schedule,credits,note,extraction_time,created_at,all_instructors_kanji,all_instructors_kana
B000000350,2025,経営学原理,,経営学部,3年次～4年次,深草,後期　火３(B304),2,２０２４年度以前入学生用,2025-06-01 20:57:35,2025-06-01 11:57:35,"竹林　浩志, 竹林　浩志","タケバヤシ　ヒロシ, タケバヤシ　ヒロシ"
B000000360,2025,中小企業経営論,経営的視点から「中小企業らしさ」を学ぶ,経営学部,3年次～4年次,深草,前期　金３(B202),2,２０２４年度以前入学生用,2025-06-01 20:57:56,2025-06-01 11:57:56,"関　智宏, 関　智宏","セキ　トモヒロ, セキ　トモヒロ"
B000000370,2025,ロジスティクス,現代のビジネスにおけるロジスティクスの重要性を理解する,経営学部,2年次～4年次,深草,後期　水３(B301),2,２０２４年度以前入学生用,2025-06-01 20:57:58,2025-06-01 11:57:58,"宮﨑　崇将, 宮﨑　崇将","ミヤザキ　タカマサ, ミヤザキ　タカマサ"
B000000380,2025,国際経営戦略論,21世紀の日・米・アジア多国籍企業の国際競争力,経営学部,3年次～4年次,深草,前期　月３(B201),2,２０２４年度以前入学生用,2025-06-01 20:57:59,2025-06-01 11:57:59,"宋　娘沃, 宋　娘沃","ソン　ナンオク, ソン　ナンオク"
B000000390,2025,,,,,,,,,2025-06-01 21:27:05,2025-06-01 12:27:06,"鍬塚　賢太郎, 鍬塚　賢太郎","クワツカ　ケンタロウ, クワツカ　ケンタロウ"
B000000400,2025,,,,,,,,,2025-06-01 21:27:06,2025-06-01 12:27:06,"木下　徹弘, 木下　徹弘","キシタ　テツヒロ, キシタ　テツヒロ"
B000000410,2025,アジア企業経営論,アジアの企業の挑戦,経営学部,3年次～4年次,深草,後期　金４(B301),2,Ｂ２３０００１～Ｂ２３０２５０、４年生以上,2025-06-01 20:58:22,2025-06-01 11:58:23,"木下　徹弘, 木下　徹弘","キシタ　テツヒロ, キシタ　テツヒロ"
B000000420,2025,経営意思決定論,経営意思決定論の理論的展開,経営学部,3年次～4年次,深草,前期　木２(B211),2,２０２４年度以前入学生用,2025-06-01 20:58:43,2025-06-01 11:58:43,"岩田　浩, 岩田　浩","イワタ　ヒロシ, イワタ　ヒロシ"
B000000430,2025,財務会計入門,財務会計における基礎的な技術と理論,経営学部,2年次～4年次,オンライン,前期　木３(B202),2,オンライン科目。２０２４年度以前入学生用,2025-06-01 20:58:46,2025-06-01 11:58:46,藤木　潤司,フジキ　ジユンジ
B000000440,2025,財務会計論,制度会計の特徴と問題点,経営学部,2年次～4年次,オンライン,後期　木４(B303),2,２０２４年度以前入学生用。オンライン科目,2025-06-01 20:58:46,2025-06-01 11:58:46,藤木　潤司,フジキ　ジユンジ
B000000450,2025,,,,,,,,,2025-06-01 21:28:01,2025-06-01 12:28:01,"濵田　崇嘉, 濵田　崇嘉","ハマダ　タカヨシ, ハマダ　タカヨシ"
B000000460,2025,上級商業簿記,税理士、公認会計士などの国家資格への登竜門,経営学部,2年次～4年次,深草,後期　水１(B302),2,２０２４年度以前入学生用,2025-06-01 20:59:12,2025-06-01 11:59:13,"濵田　崇嘉, 濵田　崇嘉","ハマダ　タカヨシ, ハマダ　タカヨシ"
B000000470,2025,工業簿記,製造業の会計学,経営学部,2年次～4年次,オンライン,前期　月１(B209),2,２０２４年度以前入学生用。オンライン科目,2025-06-01 20:59:14,2025-06-01 11:59:14,"梅澤　俊浩, 梅澤　俊浩","ウメザワ　トシヒロ, ウメザワ　トシヒロ"
B000000480,2025,,,,,,,,,2025-06-01 21:28:08,2025-06-01 12:28:08,"梅澤　俊浩, 梅澤　俊浩","ウメザワ　トシヒロ, ウメザワ　トシヒロ"
B000000490,2025,管理会計論,上級工業簿記・原価計算,経営学部,3年次～4年次,オンライン,後期　月３(B302),2,２０２４年度以前入学生用。オンライン科目,2025-06-01 20:59:59,2025-06-01 12:00:00,梅澤　俊浩,ウメザワ　トシヒロ
B000000500,2025,,,,,,,,,2025-06-01 21:29:13,2025-06-01 12:29:13,加藤　正浩,カトウ　マサヒロ
B000000510,2025,,,,,,,,,2025-06-01 21:29:13,2025-06-01 12:29:13,井手　健二,イデ　ケンジ
B000000520,2025,,,,,,,,,2025-06-01 21:29:13,2025-06-01 12:29:13,濵田　崇嘉,ハマダ　タカヨシ
B000000530,2025,,,,,,,,,2025-06-01 21:29:13,2025-06-01 12:29:13,藤川　義雄,フジカワ　ヨシオ
B000000540,2025,,,,,,,,,2025-06-01 21:29:13,2025-06-01 12:29:13,深谷　優介,フカヤ　ユウスケ
B000000550,2025,連結会計論,グループ経営の実態を把握する,経営学部,3年次～4年次,深草,前期　火３(B202),2,,2025-06-01 21:00:45,2025-06-01 12:00:45,鈴木　学,スズキ　マナブ
B000000570,2025,法人税法,法人税の実務と企業会計,経営学部,2年次～4年次,深草,後期　月３(B303),2,２０２４年度以前入学生用,2025-06-01 21:00:48,2025-06-01 12:00:48,中谷　治恭,ナカタニ　ハルヤス
B000000580,2025,証券市場論,証券市場の構図,経営学部,3年次～4年次,深草,前期　水４(B201),2,２０２４年度以前入学生用,2025-06-01 21:00:48,2025-06-01 12:00:49,松本　勇樹,マツモト　ユウキ
B000000590,2025,現代金融論,金融の基本機能・企業と金融の関係,経営学部,2年次～4年次,深草,後期　火３(B305),2,２０２４年度以前入学生用,2025-06-01 21:01:09,2025-06-01 12:01:09,松本　勇樹,マツモト　ユウキ
B000000600,2025,現代銀行論,銀行の基本業務とわが国の銀行における経営戦略,経営学部,3年次～4年次,深草,後期　水１(B303),2,２０２４年度以前入学生用,2025-06-01 21:01:11,2025-06-01 12:01:12,松本　勇樹,マツモト　ユウキ
B000000610,2025,株式会社論,株式会社論の基礎を学ぶ,経営学部,2年次～4年次,深草,前期　水１(B201),2,２０２４年度以前入学生用,2025-06-01 21:01:14,2025-06-01 12:01:14,細川　孝,ホソカワ　タカシ
B000000620,2025,企業統治論,企業の経営行動は誰によって決められるのか,経営学部,3年次～4年次,オンライン,前期　火１(B201),2,２０２４年度以前入学生用。オンライン科目,2025-06-01 21:01:34,2025-06-01 12:01:34,坂本　雅則,サカモト　マサノリ
B000000630,2025,企業倫理論,企業倫理論の理論的展開,経営学部,2年次～4年次,深草,後期　火２(B302),2,２０２４年度以前入学生用,2025-06-01 21:01:37,2025-06-01 12:01:37,岩田　浩,イワタ　ヒロシ
B000000640,2025,企業倫理論,企業倫理論の理論的展開,経営学部,2年次～4年次,深草,後期　木３(B302),2,２０２４年度以前入学生用,2025-06-01 21:01:41,2025-06-01 12:01:41,岩田　浩,イワタ　ヒロシ
B000000650,2025,産業技術論,技術のマネジメントを理解するための枠組みを身につける,経営学部,3年次～4年次,深草,後期　木２(B303),2,２０２４年度以前入学生用,2025-06-01 21:01:59,2025-06-01 12:02:00,潘　宝燕,ハン　ホウエン
B000000660,2025,マクロ経済学,私たちの生活とマクロ経済学,経営学部,3年次～4年次,深草,後期　金４(B302),2,２０２４年以前入学生用,2025-06-01 21:02:03,2025-06-01 12:02:03,吉田　しおり,ヨシダ　シオリ
B000000670,2025,経済原論,,経営学部,2年次～4年次,深草,後期　水３(B302),2,２０２４年度以前入学生用,2025-06-01 21:02:07,2025-06-01 12:02:07,髙谷　真城,タカヤ　マサキ
B000000680,2025,経営史,,経営学部,2年次～4年次,深草,後期　木５(B304),2,２０２４年度以前入学生用,2025-06-01 21:02:26,2025-06-01 12:02:26,亀井　大樹,カメイ　タイキ
B000000690,2025,流通システム論,デジタル時代の小売経営,経営学部,2年次～4年次,深草,前期　火１(B202),2,２０２４年度以前入学生用,2025-06-01 21:02:29,2025-06-01 12:02:29,遠藤　明子,エンドウ　アキコ
B000000700,2025,流通システム論,デジタル時代の小売経営,経営学部,1年次～4年次,深草,後期　火４(B301),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-01 21:02:33,2025-06-01 12:02:34,遠藤　明子,エンドウ　アキコ
B000000710,2025,,,,,,,,,2025-06-01 21:31:25,2025-06-01 12:31:25,亀井　大樹,カメイ　タイキ
B000000720,2025,日本経済論,わが国における経済活動・経済状況の推移と現在の経済問題・経済政策を見る,経営学部,2年次～4年次,深草,前期　金４(B201),2,２０２４年度以前入学生用,2025-06-01 21:02:55,2025-06-01 12:02:55,吉田　しおり,ヨシダ　シオリ
B000000730,2025,多国籍企業論,グローバル化の推進主体としての多国籍企業を理解する【対面授業】,経営学部,3年次～4年次,深草,後期　火４(B302),2,２０２４年度以前入学生用,2025-06-01 21:02:59,2025-06-01 12:03:00,篠原　美江,シノハラ　ヨシエ
B000000740,2025,国際比較社会論,国際比較を通して日本社会の現実を探る,経営学部,3年次～4年次,深草,前期　木２(B212),2,２０２４年度以前入学生用,2025-06-01 21:03:17,2025-06-01 12:03:18,妻木　進吾,ツマキ　シンゴ
B000000750,2025,国際比較経営論,事例研究に学ぶ各国の多国籍企業における国際経営,経営学部,3年次～4年次,深草,後期　水３(B303),2,２０２４年度以前入学生用,2025-06-01 21:03:42,2025-06-01 12:03:42,于　健,ウ　ケン
B000000760,2025,国際流通論,近現代日本の貿易と商社、流通産業と外食産業,経営学部,3年次～4年次,深草,後期　金２(B303),2,２０２４年度以前入学生用,2025-06-01 21:03:41,2025-06-01 12:03:42,廣田　誠,ヒロタ　マコト
B000000770,2025,,,,,,,,,2025-06-01 21:32:25,2025-06-01 12:32:25,于　健,ウ　ケン
B000000780,2025,起業論Ａ,起業家と起業機会を理解する,経営学部,3年次～4年次,深草,前期　火４(B201),2,２０２４年度以前入学生用,2025-06-01 21:04:05,2025-06-01 12:04:05,秋庭　太,アキバ　フトシ
B000000790,2025,起業論Ｂ,ビジネスプランの作成とそのための調査,経営学部,3年次～4年次,深草,後期　火４(B303),2,２０２４年度入学生用。「起業論Ａ」を先修とする。,2025-06-01 21:04:06,2025-06-01 12:04:07,秋庭　太,アキバ　フトシ
B000000800,2025,,,,,,,,,2025-06-01 21:32:36,2025-06-01 12:32:37,関　智宏,セキ　トモヒロ
B000000810,2025,公共経営論,非営利・協同組織として一形態としての生活協同組合（生協）、医療福祉生協を学ぶ,経営学部,3年次～4年次,深草,後期　金４(B303),2,２０２４年度以前入学生用,2025-06-01 21:04:30,2025-06-01 12:04:30,岸本　貴士,キシモト　タカシ
B000000820,2025,,,,,,,,,2025-06-01 21:32:47,2025-06-01 12:32:47,細川　孝,ホソカワ　タカシ
B000000830,2025,,,,,,,,,2025-06-01 21:32:50,2025-06-01 12:32:50,平田　恵,ヒラタ　メグミ
B000000840,2025,,,,,,,,,2025-06-01 21:32:57,2025-06-01 12:32:57,細川　孝,ホソカワ　タカシ
B000000850,2025,,,,,,,,,2025-06-01 21:33:18,2025-06-01 12:33:18,眞鍋　邦大,マナベ　クニヒロ
B000000851,2025,地域と企業,手と足と頭で学ぶ「地域と企業」との関係,経営学部,3年次～4年次,深草,サ集　集中,4,２０２４年度以前入学生用。ポータルサイトのアンケートから志望理由書提出必要。※事前学習あり、登録前にシラバス要確認。,2025-06-01 21:05:04,2025-06-01 12:05:04,眞鍋　邦大,マナベ　クニヒロ
B000000860,2025,民法,民法（民法典及び民法という分野）の概要と社会的機能の理解,経営学部,2年次～4年次,深草,後期　水３(B304),2,２０２４年度以前入学生用,2025-06-01 21:05:21,2025-06-01 12:05:21,須永　知彦,スナガ　トモヒコ
B000000870,2025,商法,実務・就活で役に立つ「商法」の基礎を学ぶ！,経営学部,2年次～4年次,深草,後期　木１(B302),2,２０２４年度以前入学生用,2025-06-01 21:05:26,2025-06-01 12:05:26,今川　嘉文,イマガワ　ヨシフミ
B000000880,2025,会社法,株式会社に関する法規制の基礎を学ぶ,経営学部,2年次～4年次,深草,後期　月３(B304),2,２０２４年度以前入学生用,2025-06-01 21:05:29,2025-06-01 12:05:30,河村　尚志,カワムラ　ヒサシ
B000000890,2025,,,,,,,,,2025-06-01 21:33:34,2025-06-01 12:33:35,武井　寛,タケイ　ヒロシ
B000000900,2025,,,,,,,,,2025-06-01 21:33:45,2025-06-01 12:33:45,瀬領　真悟,セリヨウ　シンゴ
B000000910,2025,経営データの分析Ａ,データリテラシー基礎,経営学部,2年次～4年次,深草,前期　月３(B202),2,２０２４年度以前入学生用,2025-06-01 21:05:57,2025-06-01 12:05:58,橋本　はる美,ハシモト　ハルミ
B000000920,2025,,,,,,,,,2025-06-01 21:34:00,2025-06-01 12:34:00,林　千宏,ハヤシ　チヒロ
B000000930,2025,経営データの分析Ａ,データリテラシー基礎,経営学部,2年次～4年次,深草,前期　月４(B202),2,２０２４年度以前入学生用,2025-06-01 21:06:21,2025-06-01 12:06:21,栢木　紀哉,カヤキ　ノリヤ
B000000940,2025,経営データの分析Ｂ,データリテラシー実践,経営学部,2年次～4年次,深草,後期　火３(B306),2,２０２４年度以前入学生用,2025-06-01 21:06:24,2025-06-01 12:06:25,西岡　久充,ニシオカ　ヒサミツ
B000000950,2025,経営データの分析Ｂ,データリテラシー実践,経営学部,2年次～4年次,深草,後期　月３(B305),2,２０２４年度以前入学生用,2025-06-01 21:06:43,2025-06-01 12:06:43,栢木　紀哉,カヤキ　ノリヤ
B000000960,2025,経営データの分析Ｂ,データリテラシー実践,経営学部,2年次～4年次,深草,後期　木３(B303),2,２０２５年度以前入学生用,2025-06-01 21:06:47,2025-06-01 12:06:48,林　千宏,ハヤシ　チヒロ
B000000970,2025,,,,,,,,,2025-06-01 21:34:25,2025-06-01 12:34:25,小林　正樹,コバヤシ　マサキ
B000000980,2025,プログラミングおよび実習Ａ１,Pythonプログラミング入門,経営学部,3年次～4年次,深草,前期　木２(B213),2,２０２４年度以前入学生用,2025-06-01 21:07:08,2025-06-01 12:07:08,栢木　紀哉,カヤキ　ノリヤ
B000000990,2025,プログラミングおよび実習Ａ２,Pythonプログラミング応用,経営学部,3年次～4年次,深草,後期　月２(B303),2,２０２４年度以前入学生用。「プログラミングおよび実習Ａ１」を先修とする,2025-06-01 21:07:33,2025-06-01 12:07:33,栢木　紀哉,カヤキ　ノリヤ
B000001000,2025,プログラミングおよび実習Ｂ１,ビジュアルプログラミング言語とアルゴリズムの基礎,経営学部,3年次～4年次,深草,サ集　集中(B004),2,２０２４年度以前入学生用,2025-06-01 21:07:33,2025-06-01 12:07:33,久保　貞也,クボ　サダヤ
B000001020,2025,経営情報活用論,ビジネスインテリジェンスの向上,経営学部,2年次～4年次,深草,後期　火３(B307),2,２０２４年度以前入学生用,2025-06-01 21:07:33,2025-06-01 12:07:33,林　千宏,ハヤシ　チヒロ
B000001030,2025,意思決定の科学,,経営学部,3年次～4年次,深草,前期　水１(B202),2,２０２４年度以前入学生用,2025-06-01 21:07:57,2025-06-01 12:07:57,西岡　久充,ニシオカ　ヒサミツ
B000001040,2025,地域企業論,地域と起業家、および地域企業を理解する,経営学部,2年次～4年次,深草,後期　火３(B308),2,２０２４年度以前入学生用,2025-06-01 21:07:57,2025-06-01 12:07:58,秋庭　太,アキバ　フトシ
B000001050,2025,経営学基礎論,,経営学部,1年次～4年次,深草,前期　火１(B203),2,Ｂ２５０００１～Ｂ２５０２０４、（２４生以前含む）,2025-06-01 21:08:03,2025-06-01 12:08:03,梶脇　裕二,カジワキ　ユウジ
